Agency,Agency w/ USSR,Category,Launch Year,Tag,Years
F,F,O,1970,1970-109,1970s
F,F,O,1971,1971-030,
F,F,O,1975,1975-010,
F,F,O,1975,1975-039,
F,F,O,1975,1975-092,
GDCLS,GDCLS,O,1990,1990-065,1990s
GDCLS,GDCLS,O,1991,1991-083,
GDCLS,GDCLS,O,1992,1992-032,
GDCLS,GDCLS,O,1992,1992-037,
GDCLS,GDCLS,O,1993,1993-046,
GDCLS,GDCLS,O,1993,1993-056,
GDCLS,GDCLS,O,1993,1993-074,
GDCLS,GDCLS,O,1993,1993-077,
I,I,O,1967,1967-038,
I,I,O,1970,1970-107,1970s
I,I,O,1971,1971-036,
I,I,O,1971,1971-096,
I,I,O,1972,1972-091,
I,I,O,1974,1974-009,
I,I,O,1974,1974-077,
I,I,O,1975,1975-037,
I,I,O,1988,1988-026,
I-ESA,I-ESA,O,1981,1981-057,
I-ESA,I-ESA,O,1983,1983-105,
I-ESA,I-ESA,O,1984,1984-023,
I-ESA,I-ESA,O,1997,1997-066,
I-ESA,I-ESA,O,2005,2005-005,
I-ESA,I-ESA,O,2005,2005-046,
IL,IL,O,1988,1988-087,
IL,IL,O,1990,1990-027,1990s
IL,IL,O,1995,1995-018,
IL,IL,O,2002,2002-025,
IL,IL,O,2007,2007-025,
IL,IL,O,2014,2014-019,
IL,IL,O,2016,2016-056,
ILSK,ILSK,O,1996,1996-021,
ILSK,ILSK,O,1997,1997-026,
ILSK,ILSK,O,1997,1997-046,
ILSK,ILSK,O,1997,1997-076,
ILSK,ILSK,O,1997,1997-086,
ILSK,ILSK,O,1998,1998-028,
ILSK,ILSK,O,1998,1998-050,
ILSK,ILSK,O,1998,1998-065,
ILSK,ILSK,O,1999,1999-005,
ILSK,ILSK,O,1999,1999-013,
ILSK,ILSK,O,1999,1999-027,
ILSK,ILSK,O,1999,1999-033,
ILSK,ILSK,O,1999,1999-053,
ILSK,ILSK,O,2000,2000-011,2000s
ILSK,ILSK,O,2000,2000-035,2000s
ILSK,ILSK,O,2000,2000-051,2000s
ILSK,ILSK,O,2000,2000-059,2000s
ILSK,ILSK,O,2000,2000-077,2000s
ILSK,ILSK,O,2001,2001-025,
ILSK,ILSK,O,2002,2002-016,
ILSK,ILSK,O,2002,2002-023,
ILSK,ILSK,O,2002,2002-039,
ILSK,ILSK,O,2002,2002-053,
ILSK,ILSK,O,2003,2003-024,
ILSK,ILSK,O,2004,2004-008,
ILSK,ILSK,O,2004,2004-022,
ILSK,ILSK,O,2004,2004-041,
ILSK,ILSK,O,2004,2004-043,
ILSK,ILSK,O,2005,2005-003,
ILSK,ILSK,O,2005,2005-019,
ILSK,ILSK,O,2005,2005-052,
ILSK,ILSK,O,2006,2006-006,
ILSK,ILSK,O,2006,2006-032,
ILSK,ILSK,O,2006,2006-051,
ILSK,ILSK,O,2006,2006-056,
ILSK,ILSK,O,2007,2007-009,
ILSK,ILSK,O,2007,2007-032,
ILSK,ILSK,O,2007,2007-057,
ILSK,ILSK,O,2008,2008-006,
ILSK,ILSK,O,2008,2008-039,
ILSK,ILSK,O,2008,2008-044,
ILSK,ILSK,O,2008,2008-057,
ILSK,ILSK,O,2009,2009-016,
ILSK,ILSK,O,2009,2009-027,
ILSK,ILSK,O,2009,2009-034,
ILSK,ILSK,O,2009,2009-050,
ILSK,ILSK,O,2009,2009-065,
ILSK,ILSK,O,2009,2009-075,
ILSK,ILSK,O,2010,2010-006,2010s
ILSK,ILSK,O,2010,2010-010,2010s
ILSK,ILSK,O,2010,2010-016,2010s
ILSK,ILSK,O,2010,2010-025,2010s
ILSK,ILSK,O,2010,2010-034,2010s
ILSK,ILSK,O,2010,2010-061,2010s
ILSK,ILSK,O,2010,2010-069,2010s
ILSK,ILSK,O,2011,2011-021,
ILSK,ILSK,O,2011,2011-035,
ILSK,ILSK,O,2011,2011-054,
ILSK,ILSK,O,2011,2011-059,
ILSK,ILSK,O,2011,2011-074,
ILSK,ILSK,O,2012,2012-011,
ILSK,ILSK,O,2012,2012-016,
ILSK,ILSK,O,2012,2012-036,
ILSK,ILSK,O,2012,2012-057,
ILSK,ILSK,O,2012,2012-065,
ILSK,ILSK,O,2012,2012-070,
ILSK,ILSK,O,2013,2013-012,
ILSK,ILSK,O,2013,2013-014,
ILSK,ILSK,O,2013,2013-026,
ILSK,ILSK,O,2013,2013-056,
ILSK,ILSK,O,2013,2013-058,
ILSK,ILSK,O,2013,2013-073,
ILSK,ILSK,O,2014,2014-007,
ILSK,ILSK,O,2014,2014-082,
ILSK,ILSK,O,2014,2014-089,
ILSK,ILSK,O,2015,2015-005,
ILSK,ILSK,O,2015,2015-042,
ILSK,ILSK,O,2015,2015-060,
ILSK,ILSK,O,2016,2016-005,
ILSK,ILSK,O,2016,2016-035,
ILSK,ILSK,O,2017,2017-032,
ILSK,ILSK,O,2017,2017-053,
ILSK,ILSK,O,2017,2017-057,
ILSL,ILSL,O,2000,2000-022,2000s
ILSL,ILSL,O,2000,2000-028,2000s
ILSL,ILSL,O,2000,2000-038,2000s
ILSL,ILSL,O,2000,2000-065,2000s
ILSL,ILSL,O,2000,2000-080,2000s
ILSL,ILSL,O,2001,2001-026,
ILSL,ILSL,O,2001,2001-031,
ILSL,ILSL,O,2001,2001-040,
ILSL,ILSL,O,2001,2001-046,
ILSL,ILSL,O,2002,2002-011,
ILSL,ILSL,O,2002,2002-038,
ILSL,ILSL,O,2003,2003-020,
ILSL,ILSL,O,2003,2003-033,
ILSL,ILSL,O,2003,2003-054,
ILSL,ILSL,O,2003,2003-057,
ILSL,ILSL,O,2004,2004-003,
ILSL,ILSL,O,2004,2004-007,
ILSL,ILSL,O,2004,2004-011,
ILSL,ILSL,O,2004,2004-017,
ILSL,ILSL,O,2004,2004-034,
ILSL,ILSL,O,2004,2004-048,
ILSL,ILSL,O,2005,2005-009,
ILSL,ILSL,O,2005,2005-029,
ILSL,ILSL,O,2006,2006-001,
ILSL,ILSL,O,2006,2006-012,
IN,IN,O,1980,1980-062,1980s
IN,IN,O,1992,1992-028,
IN,IN,O,1994,1994-027,
IN,IN,O,1994,1994-068,
IN,IN,O,1996,1996-017,
IN,IN,O,1997,1997-057,
IN,IN,O,1999,1999-029,
IN,IN,O,2001,2001-015,
IN,IN,O,2001,2001-049,
IN,IN,O,2002,2002-043,
IN,IN,O,2003,2003-018,
IN,IN,O,2004,2004-036,
IN,IN,O,2005,2005-017,
IN,IN,O,2007,2007-001,
IN,IN,O,2007,2007-013,
IN,IN,O,2008,2008-002,
IN,IN,O,2008,2008-021,
IN,IN,O,2008,2008-052,
IN,IN,O,2009,2009-019,
IN,IN,O,2010,2010-035,2010s
IN,IN,O,2012,2012-017,
IN,IN,O,2013,2013-009,
IN,IN,O,2013,2013-034,
IN,IN,O,2013,2013-060,
IN,IN,O,2014,2014-001,
IN,IN,O,2014,2014-017,
IN,IN,O,2014,2014-034,
IN,IN,O,2015,2015-018,
IN,IN,O,2015,2015-032,
IN,IN,O,2015,2015-041,
IN,IN,O,2015,2015-052,
IN,IN,O,2016,2016-003,
IN,IN,O,2016,2016-015,
IN,IN,O,2016,2016-027,
IN,IN,O,2016,2016-040,
IN,IN,O,2016,2016-054,
IN,IN,O,2016,2016-059,
IN,IN,O,2016,2016-074,
IN,IN,O,2017,2017-008,
IN,IN,O,2017,2017-031,
IN,IN,O,2017,2017-036,
IN,IN,O,2018,2018-004,2018
IN,IN,O,2018,2018-027,2018
IN,IN,O,2018,2018-035,2018
IR,IR,O,2009,2009-004,
IR,IR,O,2011,2011-025,
IR,IR,O,2012,2012-005,
IR,IR,O,2015,2015-006,
J,J,O,1970,1970-011,1970s
J,J,O,1971,1971-011,
J,J,O,1971,1971-080,
J,J,O,1974,1974-008,
J,J,O,1975,1975-014,
J,J,O,1976,1976-019,
J,J,O,1977,1977-012,
J,J,O,1977,1977-014,
J,J,O,1978,1978-014,
J,J,O,1978,1978-018,
J,J,O,1978,1978-087,
J,J,O,1979,1979-009,
J,J,O,1980,1980-015,1980s
J,J,O,1980,1980-018,1980s
J,J,O,1981,1981-012,
J,J,O,1981,1981-076,
J,J,O,1982,1982-087,
J,J,O,1983,1983-011,
J,J,O,1984,1984-005,
J,J,O,1984,1984-015,
J,J,O,1984,1984-080,
J,J,O,1985,1985-001,
J,J,O,1985,1985-073,
J,J,O,1986,1986-016,
J,J,O,1986,1986-061,
J,J,O,1987,1987-012,
J,J,O,1987,1987-070,
J,J,O,1988,1988-012,
J,J,O,1990,1990-007,1990s
J,J,O,1990,1990-013,1990s
J,J,O,1991,1991-060,
J,J,O,1991,1991-062,
J,J,O,1992,1992-007,
J,J,O,1993,1993-011,
J,J,O,1994,1994-007,
J,J,O,1994,1994-056,
J,J,O,1995,1995-011,
J,J,O,1996,1996-046,
J,J,O,1997,1997-005,
J,J,O,1997,1997-074,
J,J,O,1998,1998-011,
J,J,O,1998,1998-041,
J,J,O,2001,2001-038,
J,J,O,2002,2002-003,
J,J,O,2002,2002-042,
J,J,O,2002,2002-056,
J,J,O,2003,2003-009,
J,J,O,2003,2003-019,
J,J,O,2005,2005-025,
J,J,O,2006,2006-041,
J,J,O,2009,2009-048,
J,J,O,2011,2011-003,
J,J,O,2012,2012-038,
J,J,O,2013,2013-049,
J,J,O,2016,2016-080,
J,J,O,2018,2018-007,2018
KP,KP,O,2012,2012-072,
KR,KR,O,2013,2013-003,
LMA,LMA,O,1995,1995-013,
LMA,LMA,O,1995,1995-019,
LMA,LMA,O,1995,1995-025,
LMA,LMA,O,1995,1995-027,
LMA,LMA,O,1995,1995-038,
LMA,LMA,O,1995,1995-043,
LMA,LMA,O,1995,1995-057,
LMA,LMA,O,1995,1995-065,
LMA,LMA,O,1996,1996-006,
LMA,LMA,O,1996,1996-020,
LMA,LMA,O,1996,1996-027,
LMA,LMA,O,1996,1996-042,
LMA,LMA,O,1996,1996-054,
LMA,LMA,O,1996,1996-070,
LMA,LMA,O,1997,1997-007,
LMA,LMA,O,1997,1997-019,
LMA,LMA,O,1997,1997-036,
LMA,LMA,O,1997,1997-050,
LMA,LMA,O,1997,1997-078,
LMA,LMA,O,1998,1998-005,
LMA,LMA,O,1998,1998-014,
LMA,LMA,O,1998,1998-016,
LMA,LMA,O,1998,1998-037,
LMA,LMA,O,1998,1998-057,
LMA,LMA,O,1998,1998-058,
LMA,LMA,O,1999,1999-002,
LMA,LMA,O,1999,1999-006,
LMA,LMA,O,1999,1999-018,
LMA,LMA,O,1999,1999-051,
LMA,LMA,O,1999,1999-068,
LMA,LMA,O,2000,2000-001,2000s
LMA,LMA,O,2000,2000-007,2000s
LMA,LMA,O,2001,2001-043,
MDSSC,MDSSC,O,1989,1989-013,
MDSSC,MDSSC,O,1989,1989-026,
MDSSC,MDSSC,O,1989,1989-044,
MDSSC,MDSSC,O,1989,1989-064,
MDSSC,MDSSC,O,1989,1989-067,
MDSSC,MDSSC,O,1989,1989-085,
MDSSC,MDSSC,O,1990,1990-008,1990s
MDSSC,MDSSC,O,1990,1990-015,1990s
MDSSC,MDSSC,O,1990,1990-025,1990s
MDSSC,MDSSC,O,1990,1990-034,1990s
MDSSC,MDSSC,O,1990,1990-049,1990s
MDSSC,MDSSC,O,1990,1990-051,1990s
MDSSC,MDSSC,O,1990,1990-074,1990s
MDSSC,MDSSC,O,1990,1990-088,1990s
MDSSC,MDSSC,O,1990,1990-093,1990s
MDSSC,MDSSC,O,1990,1990-103,1990s
MDSSC,MDSSC,O,1991,1991-018,
MDSSC,MDSSC,O,1991,1991-037,
MDSSC,MDSSC,O,1991,1991-047,
MDSSC,MDSSC,O,1992,1992-009,
MDSSC,MDSSC,O,1992,1992-019,
MDSSC,MDSSC,O,1992,1992-027,
MDSSC,MDSSC,O,1992,1992-031,
MDSSC,MDSSC,O,1992,1992-039,
MDSSC,MDSSC,O,1992,1992-057,
MDSSC,MDSSC,O,1992,1992-058,
MDSSC,MDSSC,O,1992,1992-066,
MDSSC,MDSSC,O,1992,1992-079,
MDSSC,MDSSC,O,1992,1992-089,
MDSSC,MDSSC,O,1993,1993-007,
MDSSC,MDSSC,O,1993,1993-032,
MDSSC,MDSSC,O,1993,1993-042,
MDSSC,MDSSC,O,1993,1993-054,
MDSSC,MDSSC,O,1993,1993-076,
MDSSC,MDSSC,O,1994,1994-013,
MDSSC,MDSSC,O,1994,1994-016,
MDSSC,MDSSC,O,1994,1994-071,
MDSSC,MDSSC,O,1995,1995-059,
MDSSC,MDSSC,O,1995,1995-074,
MDSSC,MDSSC,O,1996,1996-003,
MDSSC,MDSSC,O,1996,1996-013,
MDSSC,MDSSC,O,1996,1996-033,
MDSSC,MDSSC,O,1996,1996-041,
MDSSC,MDSSC,O,1996,1996-056,
MDSSC,MDSSC,O,1997,1997-020,
MDSSC,MDSSC,O,1997,1997-034,
MDSSC,MDSSC,O,1997,1997-035,
MHI,MHI,O,2006,2006-037,
MHI,MHI,O,2006,2006-059,
MHI,MHI,O,2007,2007-039,
MHI,MHI,O,2008,2008-007,
MHI,MHI,O,2009,2009-002,
MHI,MHI,O,2009,2009-066,
MHI,MHI,O,2010,2010-020,2010s
MHI,MHI,O,2010,2010-045,2010s
MHI,MHI,O,2011,2011-050,
MHI,MHI,O,2011,2011-075,
MHI,MHI,O,2012,2012-025,
MHI,MHI,O,2013,2013-002,
MHI,MHI,O,2013,2013-040,
MHI,MHI,O,2014,2014-009,
MHI,MHI,O,2014,2014-029,
MHI,MHI,O,2014,2014-060,
MHI,MHI,O,2015,2015-015,
MHI,MHI,O,2015,2015-038,
MHI,MHI,O,2015,2015-068,
MHI,MHI,O,2016,2016-064,
MHI,MHI,O,2016,2016-076,
MHI,MHI,O,2017,2017-005,
MHI,MHI,O,2017,2017-028,
MHI,MHI,O,2017,2017-062,
MHI,MHI,O,2017,2017-082,
MHI,MHI,O,2018,2018-021,2018
MHI,MHI,O,2018,2018-052,2018
MHI,MHI,O,2018,2018-073,2018
MMA,MMA,O,1990,1990-001,1990s
MMA,MMA,O,1990,1990-021,1990s
MMA,MMA,O,1990,1990-056,1990s
MMA,MMA,O,1992,1992-063,
MMCLS,MMCLS,O,1994,1994-047,
MMCLS,MMCLS,O,1994,1994-064,
MMCLS,MMCLS,O,1994,1994-089,
MMCLS,MMCLS,O,1995,1995-001,
MMCLS,MMCLS,O,1995,1995-003,
OATK,OATK,O,2017,2017-050,
OSC,OSC,O,1991,1991-051,
OSC,OSC,O,1993,1993-009,
OSC,OSC,O,1993,1993-026,
OSC,OSC,O,1994,1994-017,
OSC,OSC,O,1994,1994-029,
OSC,OSC,O,1994,1994-046,
OSC,OSC,O,1995,1995-017,
OSC,OSC,O,1996,1996-014,
OSC,OSC,O,1996,1996-031,
OSC,OSC,O,1996,1996-037,
OSC,OSC,O,1996,1996-049,
OSC,OSC,O,1996,1996-061,
OSC,OSC,O,1997,1997-037,
OSC,OSC,O,1997,1997-047,
OSC,OSC,O,1997,1997-084,
OSC,OSC,O,1998,1998-012,
OSC,OSC,O,1998,1998-020,
OSC,OSC,O,1998,1998-046,
OSC,OSC,O,1998,1998-053,
OSC,OSC,O,1998,1998-055,
OSC,OSC,O,1998,1998-060,
OSC,OSC,O,1999,1999-011,
OSC,OSC,O,1999,1999-065,
OSC,OSC,O,2000,2000-030,2000s
OSC,OSC,O,2000,2000-061,2000s
OSC,OSC,O,2002,2002-004,
OSC,OSC,O,2003,2003-004,
OSC,OSC,O,2003,2003-017,
OSC,OSC,O,2003,2003-030,
OSC,OSC,O,2003,2003-036,
OSC,OSC,O,2005,2005-014,
OSC,OSC,O,2006,2006-008,
OSC,OSC,O,2007,2007-015,
OSC,OSC,O,2008,2008-017,
OSC,OSC,O,2008,2008-051,
OSC,OSC,O,2012,2012-031,
OSC,OSC,O,2013,2013-016,
OSC,OSC,O,2013,2013-033,
OSC,OSC,O,2013,2013-047,
OSC,OSC,O,2014,2014-003,
OSC,OSC,O,2014,2014-039,
OSC,OSC,O,2016,2016-062,
OSC,OSC,O,2016,2016-078,
OSC,OSC,O,2017,2017-071,
OSC,OSC,O,2018,2018-046,2018
PU,PU,O,2000,2000-074,2000s
PU,PU,O,2000,2000-079,2000s
PU,PU,O,2001,2001-007,
PU,PU,O,2006,2006-014,
RLABU,RLABU,O,2018,2018-010,2018
RSC,RSC,O,2005,2005-006,
RSC,RSC,O,2006,2006-002,
RSC,RSC,O,2006,2006-004,
RU,RU,O,1992,1992-003,
RU,RU,O,1992,1992-004,
RU,RU,O,1992,1992-008,
RU,RU,O,1992,1992-011,
RU,RU,O,1992,1992-012,
RU,RU,O,1992,1992-014,
RU,RU,O,1992,1992-017,
RU,RU,O,1992,1992-020,
RU,RU,O,1992,1992-022,
RU,RU,O,1992,1992-024,
RU,RU,O,1992,1992-025,
RU,RU,O,1992,1992-030,
RU,RU,O,1992,1992-035,
RU,RU,O,1992,1992-036,
RU,RU,O,1992,1992-040,
RU,RU,O,1992,1992-042,
RU,RU,O,1992,1992-043,
RU,RU,O,1992,1992-045,
RU,RU,O,1992,1992-046,
RU,RU,O,1992,1992-047,
RU,RU,O,1992,1992-048,
RU,RU,O,1992,1992-050,
RU,RU,O,1992,1992-053,
RU,RU,O,1992,1992-055,
RU,RU,O,1992,1992-056,
RU,RU,O,1992,1992-059,
RU,RU,O,1992,1992-062,
RU,RU,O,1992,1992-065,
RU,RU,O,1992,1992-068,
RU,RU,O,1992,1992-069,
RU,RU,O,1992,1992-074,
RU,RU,O,1992,1992-075,
RU,RU,O,1992,1992-076,
RU,RU,O,1992,1992-077,
RU,RU,O,1992,1992-080,
RU,RU,O,1992,1992-081,
RU,RU,O,1992,1992-082,
RU,RU,O,1992,1992-085,
RU,RU,O,1992,1992-088,
RU,RU,O,1992,1992-091,
RU,RU,O,1992,1992-092,
RU,RU,O,1992,1992-094,
RU,RU,O,1992,1992-095,
RU,RU,O,1993,1993-001,
RU,RU,O,1993,1993-002,
RU,RU,O,1993,1993-004,
RU,RU,O,1993,1993-005,
RU,RU,O,1993,1993-006,
RU,RU,O,1993,1993-008,
RU,RU,O,1993,1993-012,
RU,RU,O,1993,1993-013,
RU,RU,O,1993,1993-014,
RU,RU,O,1993,1993-016,
RU,RU,O,1993,1993-018,
RU,RU,O,1993,1993-019,
RU,RU,O,1993,1993-020,
RU,RU,O,1993,1993-021,
RU,RU,O,1993,1993-022,
RU,RU,O,1993,1993-024,
RU,RU,O,1993,1993-025,
RU,RU,O,1993,1993-028,
RU,RU,O,1993,1993-029,
RU,RU,O,1993,1993-030,
RU,RU,O,1993,1993-033,
RU,RU,O,1993,1993-034,
RU,RU,O,1993,1993-035,
RU,RU,O,1993,1993-036,
RU,RU,O,1993,1993-038,
RU,RU,O,1993,1993-040,
RU,RU,O,1993,1993-043,
RU,RU,O,1993,1993-044,
RU,RU,O,1993,1993-045,
RU,RU,O,1993,1993-047,
RU,RU,O,1993,1993-049,
RU,RU,O,1993,1993-051,
RU,RU,O,1993,1993-052,
RU,RU,O,1993,1993-055,
RU,RU,O,1993,1993-057,
RU,RU,O,1993,1993-059,
RU,RU,O,1993,1993-060,
RU,RU,O,1993,1993-069,
RU,RU,O,1993,1993-070,
RU,RU,O,1993,1993-071,
RU,RU,O,1993,1993-079,
RU,RU,O,1994,1994-001,
RU,RU,O,1994,1994-003,
RU,RU,O,1994,1994-005,
RU,RU,O,1994,1994-008,
RU,RU,O,1994,1994-011,
RU,RU,O,1994,1994-019,
RU,RU,O,1994,1994-021,
RU,RU,O,1994,1994-023,
RU,RU,O,1994,1994-024,
RU,RU,O,1994,1994-030,
RU,RU,O,1994,1994-031,
RU,RU,O,1994,1994-032,
RU,RU,O,1994,1994-033,
RU,RU,O,1994,1994-038,
RU,RU,O,1994,1994-044,
RU,RU,O,1994,1994-045,
RU,RU,O,1994,1994-051,
RU,RU,O,1994,1994-052,
RU,RU,O,1994,1994-060,
RU,RU,O,1994,1994-061,
RU,RU,O,1994,1994-063,
RU,RU,O,1994,1994-066,
RU,RU,O,1994,1994-069,
RU,RU,O,1994,1994-072,
RU,RU,O,1994,1994-075,
RU,RU,O,1994,1994-076,
RU,RU,O,1994,1994-077,
RU,RU,O,1994,1994-078,
RU,RU,O,1994,1994-081,
RU,RU,O,1994,1994-085,
RU,RU,O,1994,1994-087,
RU,RU,O,1994,1994-088,
RU,RU,O,1995,1995-002,
RU,RU,O,1995,1995-005,
RU,RU,O,1995,1995-006,
RU,RU,O,1995,1995-009,
RU,RU,O,1995,1995-012,
RU,RU,O,1995,1995-014,
RU,RU,O,1995,1995-024,
RU,RU,O,1995,1995-026,
RU,RU,O,1995,1995-028,
RU,RU,O,1995,1995-032,
RU,RU,O,1995,1995-036,
RU,RU,O,1995,1995-037,
RU,RU,O,1995,1995-042,
RU,RU,O,1995,1995-045,
RU,RU,O,1995,1995-046,
RU,RU,O,1995,1995-047,
RU,RU,O,1995,1995-050,
RU,RU,O,1995,1995-051,
RU,RU,O,1995,1995-052,
RU,RU,O,1995,1995-053,
RU,RU,O,1995,1995-054,
RU,RU,O,1995,1995-058,
RU,RU,O,1995,1995-063,
RU,RU,O,1995,1995-068,
RU,RU,O,1995,1995-071,
RU,RU,O,1995,1995-072,
RU,RU,O,1996,1996-004,
RU,RU,O,1996,1996-005,
RU,RU,O,1996,1996-009,
RU,RU,O,1996,1996-010,
RU,RU,O,1996,1996-011,
RU,RU,O,1996,1996-016,
RU,RU,O,1996,1996-023,
RU,RU,O,1996,1996-025,
RU,RU,O,1996,1996-028,
RU,RU,O,1996,1996-034,
RU,RU,O,1996,1996-043,
RU,RU,O,1996,1996-045,
RU,RU,O,1996,1996-047,
RU,RU,O,1996,1996-050,
RU,RU,O,1996,1996-051,
RU,RU,O,1996,1996-052,
RU,RU,O,1996,1996-053,
RU,RU,O,1996,1996-060,
RU,RU,O,1996,1996-064,
RU,RU,O,1996,1996-066,
RU,RU,O,1996,1996-069,
RU,RU,O,1996,1996-071,
RU,RU,O,1996,1996-073,
RU,RU,O,1997,1997-003,
RU,RU,O,1997,1997-006,
RU,RU,O,1997,1997-014,
RU,RU,O,1997,1997-015,
RU,RU,O,1997,1997-017,
RU,RU,O,1997,1997-022,
RU,RU,O,1997,1997-024,
RU,RU,O,1997,1997-028,
RU,RU,O,1997,1997-030,
RU,RU,O,1997,1997-033,
RU,RU,O,1997,1997-038,
RU,RU,O,1997,1997-041,
RU,RU,O,1997,1997-051,
RU,RU,O,1997,1997-052,
RU,RU,O,1997,1997-058,
RU,RU,O,1997,1997-060,
RU,RU,O,1997,1997-070,
RU,RU,O,1997,1997-072,
RU,RU,O,1997,1997-079,
RU,RU,O,1997,1997-080,
RU,RU,O,1997,1997-081,
RU,RU,O,1997,1997-085,
RU,RU,O,1998,1998-004,
RU,RU,O,1998,1998-015,
RU,RU,O,1998,1998-021,
RU,RU,O,1998,1998-025,
RU,RU,O,1998,1998-027,
RU,RU,O,1998,1998-031,
RU,RU,O,1998,1998-038,
RU,RU,O,1998,1998-039,
RU,RU,O,1998,1998-040,
RU,RU,O,1998,1998-043,
RU,RU,O,1998,1998-045,
RU,RU,O,1998,1998-047,
RU,RU,O,1998,1998-054,
RU,RU,O,1998,1998-062,
RU,RU,O,1998,1998-067,
RU,RU,O,1998,1998-072,
RU,RU,O,1998,1998-076,
RU,RU,O,1998,1998-077,
RU,RU,O,1999,1999-007,
RU,RU,O,1999,1999-010,
RU,RU,O,1999,1999-015,
RU,RU,O,1999,1999-036,
RU,RU,O,1999,1999-039,
RU,RU,O,1999,1999-045,
RU,RU,O,1999,1999-048,
RU,RU,O,1999,1999-054,
RU,RU,O,1999,1999-072,
RU,RU,O,2000,2000-005,2000s
RU,RU,O,2000,2000-006,2000s
RU,RU,O,2000,2000-013,2000s
RU,RU,O,2000,2000-018,2000s
RU,RU,O,2000,2000-019,2000s
RU,RU,O,2000,2000-021,2000s
RU,RU,O,2000,2000-023,2000s
RU,RU,O,2000,2000-029,2000s
RU,RU,O,2000,2000-031,2000s
RU,RU,O,2000,2000-033,2000s
RU,RU,O,2000,2000-036,2000s
RU,RU,O,2000,2000-037,2000s
RU,RU,O,2000,2000-039,2000s
RU,RU,O,2000,2000-049,2000s
RU,RU,O,2000,2000-056,2000s
RU,RU,O,2000,2000-063,2000s
RU,RU,O,2000,2000-064,2000s
RU,RU,O,2000,2000-070,2000s
RU,RU,O,2000,2000-073,2000s
RU,RU,O,2001,2001-003,
RU,RU,O,2001,2001-008,
RU,RU,O,2001,2001-014,
RU,RU,O,2001,2001-017,
RU,RU,O,2001,2001-021,
RU,RU,O,2001,2001-022,
RU,RU,O,2001,2001-023,
RU,RU,O,2001,2001-030,
RU,RU,O,2001,2001-032,
RU,RU,O,2001,2001-036,
RU,RU,O,2001,2001-037,
RU,RU,O,2001,2001-041,
RU,RU,O,2001,2001-045,
RU,RU,O,2001,2001-048,
RU,RU,O,2001,2001-053,
RU,RU,O,2001,2001-056,
RU,RU,O,2001,2001-057,
RU,RU,O,2001,2001-058,
RU,RU,O,2002,2002-008,
RU,RU,O,2002,2002-013,
RU,RU,O,2002,2002-017,
RU,RU,O,2002,2002-020,
RU,RU,O,2002,2002-026,
RU,RU,O,2002,2002-033,
RU,RU,O,2002,2002-036,
RU,RU,O,2002,2002-037,
RU,RU,O,2002,2002-045,
RU,RU,O,2002,2002-046,
RU,RU,O,2002,2002-048,
RU,RU,O,2002,2002-050,
RU,RU,O,2002,2002-054,
RU,RU,O,2002,2002-059,
RU,RU,O,2002,2002-060,
RU,RU,O,2003,2003-006,
RU,RU,O,2003,2003-011,
RU,RU,O,2003,2003-015,
RU,RU,O,2003,2003-016,
RU,RU,O,2003,2003-025,
RU,RU,O,2003,2003-029,
RU,RU,O,2003,2003-035,
RU,RU,O,2003,2003-037,
RU,RU,O,2003,2003-042,
RU,RU,O,2003,2003-047,
RU,RU,O,2003,2003-055,
RU,RU,O,2003,2003-056,
RU,RU,O,2003,2003-060,
RU,RU,O,2004,2004-002,
RU,RU,O,2004,2004-005,
RU,RU,O,2004,2004-010,
RU,RU,O,2004,2004-013,
RU,RU,O,2004,2004-015,
RU,RU,O,2004,2004-019,
RU,RU,O,2004,2004-021,
RU,RU,O,2004,2004-028,
RU,RU,O,2004,2004-032,
RU,RU,O,2004,2004-037,
RU,RU,O,2004,2004-038,
RU,RU,O,2004,2004-040,
RU,RU,O,2004,2004-051,
RU,RU,O,2004,2004-052,
RU,RU,O,2004,2004-053,
RU,RU,O,2005,2005-002,
RU,RU,O,2005,2005-007,
RU,RU,O,2005,2005-010,
RU,RU,O,2005,2005-013,
RU,RU,O,2005,2005-020,
RU,RU,O,2005,2005-021,
RU,RU,O,2005,2005-023,
RU,RU,O,2005,2005-031,
RU,RU,O,2005,2005-032,
RU,RU,O,2005,2005-034,
RU,RU,O,2005,2005-035,
RU,RU,O,2005,2005-036,
RU,RU,O,2005,2005-039,
RU,RU,O,2005,2005-047,
RU,RU,O,2005,2005-048,
RU,RU,O,2005,2005-050,
RU,RU,O,2006,2006-009,
RU,RU,O,2006,2006-013,
RU,RU,O,2006,2006-017,
RU,RU,O,2006,2006-021,
RU,RU,O,2006,2006-022,
RU,RU,O,2006,2006-025,
RU,RU,O,2006,2006-029,
RU,RU,O,2006,2006-030,
RU,RU,O,2006,2006-039,
RU,RU,O,2006,2006-045,
RU,RU,O,2006,2006-060,
RU,RU,O,2006,2006-061,
RU,RU,O,2006,2006-062,
RU,RU,O,2007,2007-008,
RU,RU,O,2007,2007-017,
RU,RU,O,2007,2007-022,
RU,RU,O,2007,2007-029,
RU,RU,O,2007,2007-030,
RU,RU,O,2007,2007-038,
RU,RU,O,2007,2007-040,
RU,RU,O,2007,2007-045,
RU,RU,O,2007,2007-049,
RU,RU,O,2007,2007-052,
RU,RU,O,2007,2007-053,
