Current_Official_Name_of_Satellite,Country_Org_of_UN_Registry,Country_of_Operator_Owner,Operator_Owner,Users,Purpose,Detailed_Purpose,Class_of_Orbit,Type_of_Orbit,Longitude_of_GEO_in_Degrees,Perigee_in_Km,Apogee_Km,Eccentricity,Inclination_in_Degrees,Period_in_Minutes,Launch_Mass_in_Kg,Dry_Mass_in_Kg,Power_in_Watts,Date_of_Launch,Expected_Lifetime_Yrs,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,NORAD_Number,Source Used for Orbital Data
Starlink-1224,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012J,45186,JMSatcat/3_20
Starlink-1225,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012K,45187,JMSatcat/3_20
Starlink-1226,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BD,45229,JMSatcat/3_20
Starlink-1227,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BE,45230,JMSatcat/3_20
Starlink-1228,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012L,45188,JMSatcat/3_20
Starlink-1229,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BF,45231,JMSatcat/3_20
Starlink-1230,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012M,45189,JMSatcat/3_20
Starlink-1231,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AL,45212,JMSatcat/3_20
Starlink-1232,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AM,45213,JMSatcat/3_20
Starlink-1233,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AN,45214,JMSatcat/3_20
Starlink-1234,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012N,45190,JMSatcat/3_20
Starlink-1235,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BG,45232,JMSatcat/3_20
Starlink-1236,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012P,45191,JMSatcat/3_20
Starlink-1237,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012Q,45192,JMSatcat/3_20
Starlink-1238,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BH,45233,JMSatcat/3_20
Starlink-1239,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012R,45123,JMSatcat/3_20
Starlink-1240,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012S,45194,JMSatcat/3_20
Starlink-1241,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012T,45195,JMSatcat/3_20
Starlink-1243,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BJ,45234,JMSatcat/3_20
Starlink-1244,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012U,45196,JMSatcat/3_20
Starlink-1245,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AP,45215,JMSatcat/3_20
Starlink-1246,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,89.90,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BK,45235,JMSatcat/3_20
Starlink-1247,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BL,45236,JMSatcat/3_20
Starlink-1254,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,91.20,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AQ,45216,JMSatcat/3_20
Starlink-1255,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.20,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AR,45399,JMSatcat/3_20
Starlink-1256,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AT,45401,JMSatcat/3_20
Starlink-1257,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AU,45402,JMSatcat/3_20
Starlink-1258,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019X,45381,JMSatcat/3_20
Starlink-1259,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AV,45403,JMSatcat/3_20
Starlink-1260,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AW,45404,JMSatcat/3_20
Starlink-1261,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,526,528,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AS,45571,
Starlink-1262,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019G,45366,JMSatcat/3_20
Starlink-1263,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AX,45405,JMSatcat/3_20
Starlink-1264,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Y,45382,JMSatcat/3_20
Starlink-1265,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AY,45406,JMSatcat/3_20
Starlink-1266,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Z,45383,JMSatcat/3_20
Starlink-1267,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AA,45384,JMSatcat/3_20
Starlink-1269,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,91.00,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012V,45197,JMSatcat/3_20
Starlink-1270,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012BM,45237,JMSatcat/3_20
Starlink-1271,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,90.30,227,,,2/17/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AR,45217,JMSatcat/3_20
Starlink-1272,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AC,45386,JMSatcat/3_20
Starlink-1273,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019H,45367,JMSatcat/3_20
Starlink-1274,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,569,571,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AD,45387,JMSatcat/3_20
Starlink-1275,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AZ,45407,JMSatcat/3_20
Starlink-1276,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019J,45368,JMSatcat/3_20
Starlink-1277,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019K,45369,JMSatcat/3_20
Starlink-1278,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.00,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BA,45408,JMSatcat/3_20
Starlink-1279,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019A,45360,JMSatcat/3_20
Starlink-1280,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AE,45388,JMSatcat/3_20
Starlink-1281,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019L,45370,JMSatcat/3_20
Starlink-1282,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BB,45409,JMSatcat/3_20
Starlink-1283,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AF,45389,JMSatcat/3_20
Starlink-1284,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AG,45390,JMSatcat/3_20
Starlink-1285,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BC,45410,JMSatcat/3_20
Starlink-1286,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020--019BK,45417,JMSatcat/3_20
Starlink-1287,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.40,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019M,45371,JMSatcat/3_20
Starlink-1288,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019N,45372,JMSatcat/3_20
Starlink-1289,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AH,45391,JMSatcat/3_20
Starlink-1290,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AJ,45392,JMSatcat/3_20
Starlink-1291,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020--019AK,45393,JMSatcat/3_20
Starlink-1292,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AL,45394,JMSatcat/3_20
Starlink-1293,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BD,45411,JMSatcat/3_20
Starlink-1294,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025W,45551,
Starlink-1295,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.40,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019P,45373,JMSatcat/3_20
Starlink-1296,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BE,45412,JMSatcat/3_20
Starlink-1297,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AM,45395,JMSatcat/3_20
Starlink-1298,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BF,45413,JMSatcat/3_20
Starlink-1299,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,569,570,0.00,53.00,94.00,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BL,45418,JMSatcat/3_20
Starlink-1300,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019Q,45374,JMSatcat/3_20
Starlink-1301,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019B,45361,JMSatcat/3_20
Starlink-1302,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019R,45375,JMSatcat/3_20
Starlink-1303,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AN,45396,JMSatcat/3_20
Starlink-1304,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019S,45376,JMSatcat/3_20
Starlink-1305,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019T,45377,JMSatcat/3_20
Starlink-1306,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.30,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019C,45362,JMSatcat/3_20
Starlink-1307,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AP,45397,JMSatcat/3_20
Starlink-1308,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BM,45419,JMSatcat/3_20
Starlink-1309,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BG,45414,JMSatcat/3_20
Starlink-1310,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.50,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019U,45378,JMSatcat/3_20
Starlink-1312,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019AQ,45398,JMSatcat/3_20
Starlink-1313,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019E,45364,JMSatcat/3_20
Starlink-1316,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BH,45415,JMSatcat/3_20
Starlink-1317,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019F,45365,JMSatcat/3_20
Starlink-1318,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.00,92.10,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019BJ,45416,JMSatcat/3_20
Starlink-1319,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.00,94.60,227,,,3/18/2020,,SpaceX,SpaceX,Cape Canaveral,Falcon 9,2020-019V,45379,JMSatcat/3_20
Starlink-1320,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AT,45572,
Starlink-1321,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AU,45573,
Starlink-1322,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025X,45552,
Starlink-1323,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025Y,45553,
Starlink-1324,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,526,528,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AV,45574,
Starlink-1325,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025Z,45554,
Starlink-1326,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,527,529,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AW,45575,
Starlink-1327,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,548,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AA,45555,
Starlink-1328,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AX,45576,
Starlink-1329,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025A,45531,
Starlink-1330,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,550,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AY,45577,
Starlink-1331,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,528,530,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AZ,45578,
Starlink-1332,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,392,397,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BA,45579,
Starlink-1333,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BB,45580,
Starlink-1334,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AB,45556,
Starlink-1335,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BC,45581,
Starlink-1336,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AC,45557,
Starlink-1337,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BD,45582,
Starlink-1338,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,550,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025B,45532,
Starlink-1339,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025C,45533,
Starlink-1340,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BE,45583,
Starlink-1341,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025D,45534,
Starlink-1342,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,548,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AD,45558,
Starlink-1343,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,548,550,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BF,45584,
Starlink-1344,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,548,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AE,45559,
Starlink-1345,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,549,551,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025BG,45585,
Starlink-1346,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0.00,526,528,0.00,53.10,95.60,227,,,4/22/2020,,SpaceX,USA,Cape Canaveral,Falcon 9,2020-025AF,45560,
