project,owner,status,countries,type,geom,pci,capacity,capacity_unit,lat,lng,route,url
Poggio Renatico–Minerbio Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.7648, 11.4864: 44.6158, 11.498",https://gem.wiki/Poggio_Renatico–Minerbio_Gas_Pipeline
Poirino–Alessandria Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.9001, 8.6094: 44.9103, 8.561: 44.9029, 8.5023: 44.8956, 8.4788: 44.9044, 8.4245: 44.9176, 8.3892: 44.9059, 8.3643: 44.9029, 8.3335: 44.9161, 8.3041: 44.9352, 8.2865: 44.9455, 8.2513: 44.9455, 8.2058: 44.944, 8.172: 44.9367, 8.1515: 44.9352, 8.1118: 44.9396, 8.0737: 44.9455, 8.0399: 44.9528, 8.0091: 44.9499, 7.9445: 44.9188, 7.8448",https://gem.wiki/Poirino–Alessandria_Gas_Pipeline
Pontremoli–La Spezia Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.3729, 9.8814: 44.3706, 9.8844: 44.3701, 9.8843: 44.3695, 9.884: 44.3691, 9.8839: 44.3688, 9.8838: 44.3684, 9.8838: 44.3678, 9.8837: 44.3649, 9.8836: 44.3639, 9.8844: 44.363, 9.885: 44.3626, 9.8876: 44.3632, 9.8903: 44.3634, 9.8921: 44.3629, 9.8943: 44.3623, 9.8956: 44.3602, 9.8949: 44.3591, 9.8948: 44.3581, 9.8959: 44.3576, 9.8969: 44.3564, 9.8982: 44.3542, 9.8996: 44.3521, 9.9004: 44.3481, 9.9035: 44.346, 9.9064: 44.3433, 9.9071: 44.3411, 9.9066: 44.3383, 9.9067: 44.3357, 9.9077: 44.3334, 9.9092: 44.3316, 9.91: 44.3296, 9.911: 44.3278, 9.9138: 44.3265, 9.9159: 44.3245, 9.9188: 44.3213, 9.9235: 44.3198, 9.9268: 44.317, 9.9324: 44.3142, 9.9361: 44.3125, 9.9388: 44.3114, 9.9396: 44.3104, 9.9395: 44.3092, 9.9392: 44.3074, 9.9389: 44.3062, 9.9388: 44.3046, 9.9388: 44.3029, 9.939: 44.3014, 9.9393: 44.2997, 9.9396: 44.2984, 9.9399: 44.297, 9.9402: 44.2954, 9.9405: 44.2943, 9.9408: 44.2924, 9.9412: 44.2916, 9.9416: 44.2909, 9.942: 44.2903, 9.9423: 44.2881, 9.9443: 44.2863, 9.9455: 44.2852, 9.9458: 44.2837, 9.9454: 44.2823, 9.9452: 44.2808, 9.9453: 44.2797, 9.9466: 44.2793, 9.949: 44.278, 9.9496: 44.2763, 9.9504: 44.2749, 9.9512: 44.2738, 9.9517: 44.2729, 9.9509: 44.2719, 9.9506: 44.2711, 9.9508: 44.2705, 9.951: 44.2701, 9.951: 44.2663, 9.9494: 44.2638, 9.9494: 44.2619, 9.9501: 44.2598, 9.951: 44.2587, 9.9508: 44.2571, 9.948: 44.2559, 9.9466: 44.2543, 9.9455: 44.2525, 9.9443: 44.2508, 9.9443: 44.249, 9.9448: 44.2469, 9.9466: 44.2455, 9.9499: 44.2451, 9.9508: 44.2437, 9.9517: 44.2405, 9.9524: 44.2372, 9.9517: 44.2322, 9.9513: 44.2289, 9.9519: 44.2255, 9.9547: 44.2236, 9.9563: 44.2225, 9.9575: 44.2204, 9.9598: 44.2195, 9.9607: 44.2185, 9.9614: 44.216, 9.9623: 44.2132, 9.9628: 44.2123, 9.9635: 44.2109, 9.9639: 44.2084, 9.9637: 44.2047, 9.9619: 44.2024, 9.96: 44.201, 9.9575: 44.2003, 9.954: 44.1994, 9.951: 44.1987, 9.9494: 44.1971, 9.9478: 44.1959, 9.9459: 44.1948, 9.9439: 44.1927, 9.9402: 44.1916, 9.939: 44.1909, 9.9379: 44.1897, 9.9365: 44.1872, 9.9312: 44.1867, 9.9296: 44.1858, 9.927: 44.1846, 9.9247: 44.184, 9.9236: 44.1826, 9.9227: 44.1819, 9.9224: 44.1814, 9.9224: 44.172, 9.9187: 44.166, 9.9141: 44.1623, 9.9097: 44.1604, 9.9067: 44.157, 9.9037: 44.1563, 9.9028: 44.1528, 9.9024: 44.1505, 9.9012: 44.1447, 9.9058: 44.139, 9.9026: 44.1369, 9.9007: 44.1351, 9.8987: 44.1311, 9.8957: 44.127, 9.895: 44.1233, 9.8934: 44.1214, 9.8915: 44.1189, 9.8878: 44.1175, 9.8841: 44.1168, 9.8802: 44.1164, 9.8781: 44.1157, 9.8751: 44.1148, 9.8712: 44.1138, 9.8673: 44.1131, 9.8622: 44.1127, 9.8585: 44.1125, 9.8571: 44.1125, 9.8537: 44.1134, 9.847: 44.116, 9.838",https://gem.wiki/Pontremoli–La_Spezia_Gas_Pipeline
Porto Viro–Cavarzere Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.1337, 12.0802: 45.0344, 12.22",https://gem.wiki/Porto_Viro–Cavarzere_Gas_Pipeline
Ravenna Mare–Rubicone Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.0899, 12.4005: 44.1943, 12.3729: 44.2093, 12.3525: 44.2733, 12.301: 44.2981, 12.2903: 44.3998, 12.3027",https://gem.wiki/Ravenna_Mare–Rubicone_Gas_Pipeline
Ravenna Terra–Ravenna Mare Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.3997, 12.3027: 44.4167, 12.3065",https://gem.wiki/Ravenna_Terra–Ravenna_Mare_Gas_Pipeline
Recanati–Chieti Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"42.6064, 14.0674: 42.616, 14.022: 42.6237, 13.9993: 42.6505, 13.9689: 42.6601, 13.9487: 42.672, 13.9391: 42.6845, 13.9391: 42.6899, 13.9355: 42.6964, 13.9194: 42.7143, 13.9123: 42.7376, 13.9332: 42.7495, 13.9355: 42.762, 13.9343: 42.7698, 13.9308: 42.7763, 13.932: 42.7865, 13.9355: 42.7978, 13.9308: 42.8097, 13.926: 42.8223, 13.9153: 42.8342, 13.9033: 42.8479, 13.9021: 42.8616, 13.9081: 42.8855, 13.9021: 42.895, 13.8855: 42.9087, 13.8801: 42.9284, 13.8813: 42.9463, 13.8688: 42.9493, 13.8634: 42.9701, 13.8699: 42.9886, 13.8586: 43.0017, 13.864: 43.0208, 13.8515: 43.0494, 13.8444: 43.058, 13.8444: 43.0658, 13.8444: 43.0801, 13.8437: 43.0915, 13.8416: 43.1036, 13.8323: 43.1115, 13.8344: 43.1315, 13.8244: 43.1451, 13.8102: 43.1493, 13.8066: 43.1572, 13.803: 43.1579, 13.7987: 43.1643, 13.7966: 43.17, 13.7873: 43.1836, 13.7631: 43.2357, 13.7345: 43.32, 13.6039: 43.3713, 13.5589: 43.4023, 13.5571",https://gem.wiki/Recanati–Chieti_Gas_Pipeline
Recanati–Foligno Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"42.9485, 12.7: 42.9338, 12.8112: 43.0328, 12.9432: 43.0413, 13.0312: 43.0645, 13.0459: 43.1098, 13.0618: 43.1574, 13.0508: 43.1855, 13.0754: 43.188, 13.1343: 43.2034, 13.211: 43.2303, 13.2302: 43.2379, 13.2584: 43.2597, 13.3428: 43.2942, 13.4017: 43.3364, 13.4656: 43.4023, 13.5571",https://gem.wiki/Recanati–Foligno_Gas_Pipeline
Reggio Calabria–Messina Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"38.2579, 15.7535: 38.274, 15.7269: 38.2916, 15.7122: 38.2985, 15.6868: 38.3014, 15.6644: 38.2867, 15.6185: 38.2721, 15.5888",https://gem.wiki/Reggio_Calabria–Messina_Gas_Pipeline
Rende–Maida Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"39.3329, 16.1848: 39.3066, 16.1742: 39.2846, 16.1692: 39.2716, 16.1722: 39.2605, 16.1852: 39.2535, 16.2023: 39.2455, 16.2273: 39.2415, 16.2403: 39.2345, 16.2574: 39.2285, 16.2664: 39.2245, 16.2714: 39.2195, 16.2774: 39.2074, 16.2804: 39.1964, 16.2824: 39.1874, 16.2824: 39.1824, 16.2824: 39.1684, 16.2774: 39.1564, 16.2714: 39.1453, 16.2624: 39.1413, 16.2604: 39.1323, 16.2564: 39.0832, 16.2473: 38.859, 16.3646",https://gem.wiki/Rende–Maida_Gas_Pipeline
Rimini–Recanati Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"43.4023, 13.5571: 43.4458, 13.5479: 43.4866, 13.5256: 43.5189, 13.5018: 43.5412, 13.4848: 43.5566, 13.4479: 43.5635, 13.4148: 43.5589, 13.4017: 43.5843, 13.3594: 43.6004, 13.3348: 43.6289, 13.3132: 43.6481, 13.2748: 43.6551, 13.2517: 43.6758, 13.2132: 43.7282, 13.1555: 43.7359, 13.1401: 43.7559, 13.104: 43.7774, 13.0701: 43.7974, 13.0378: 43.812, 12.9916: 43.8351, 12.9616: 43.8651, 12.907: 43.8735, 12.8793: 43.8811, 12.8368: 43.9318, 12.7737: 43.9351, 12.7164: 43.9824, 12.6232: 44.0665, 12.5749",https://gem.wiki/Rimini–Recanati_Gas_Pipeline
Rimini–Sansepolcro Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"43.5706, 12.1408: 43.5953, 12.1475: 43.6429, 12.1912: 43.6552, 12.195: 43.6724, 12.2625: 43.6828, 12.2911: 43.7285, 12.2806: 43.7836, 12.2568: 43.8274, 12.2711: 43.8702, 12.2901: 43.9006, 12.3082: 43.912, 12.3253: 43.9282, 12.3576: 43.9434, 12.3852: 43.9539, 12.4204: 43.9653, 12.4556: 43.9843, 12.4784: 44.0081, 12.506: 44.0242, 12.5288: 44.0665, 12.5749",https://gem.wiki/Rimini–Sansepolcro_Gas_Pipeline
Ripalta–Cortemaggiore Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.3122, 9.7007: 44.9911, 9.9209",https://gem.wiki/Ripalta–Cortemaggiore_Gas_Pipeline
Rubicone–Rimini Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"44.0665, 12.5749: 44.0899, 12.4005",https://gem.wiki/Rubicone–Rimini_Gas_Pipeline
San Marco–Recanati Pipeline,Gasdotti Italia S.p.A.,construction,Italy,Gas Pipeline,line,,247.2,MMcf/d,,,"43.205382,13.671386:43.402668,13.548616",http://bit.ly/2u0hTHG
Sansepolcro–Terranuova Bracciolini Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"43.5706, 12.1408: 43.5438, 12.1349: 43.5373, 12.1105: 43.5296, 12.0861: 43.5219, 12.072: 43.5129, 12.0566: 43.5116, 12.0309: 43.5155, 12.0039: 43.5193, 11.9833: 43.5219, 11.9705: 43.5219, 11.9512: 43.5232, 11.9332: 43.5245, 11.9191: 43.5258, 11.9088: 43.4885, 11.8407: 43.4756, 11.8111: 43.5578, 11.6407: 42.3731, 12.4024: 42.2915, 12.4556: 42.2134, 12.4695: 42.1821, 12.4956: 42.1387, 12.532: 42.1179, 12.5598: 42.1005, 12.5911: 42.0849, 12.6258: 42.0466, 12.6553: 42.0241, 12.6744: 41.9876, 12.697: 41.9598, 12.7127: 41.9216, 12.7613: 41.9008, 12.7891: 41.8973, 12.8255: 41.9008, 12.869: 41.9077, 12.8985: 41.9251, 12.9193: 41.9579, 12.9414",https://gem.wiki/Sansepolcro–Terranuova_Bracciolini_Gas_Pipeline
Sealine Tirrenica gas pipeline,Snam,proposed,Italy,Gas Pipeline,line,,,,,,"40.282, 15.6673: 40.269, 15.5894: 40.257, 15.5267: 40.249, 15.5169: 40.181, 15.5143: 40.111, 15.5078: 40.045, 15.5119: 39.971, 15.5242: 39.9, 15.5269: 39.866, 15.5282: 39.839, 15.5459: 39.793, 15.569: 39.772, 15.5826: 39.708, 15.5989: 39.633, 15.6125: 39.417, 15.638: 39.343, 15.6489: 39.289, 15.6544: 39.213, 15.6544: 39.142, 15.6517: 39.063, 15.6462: 38.993, 15.6325: 38.918, 15.6051: 38.812, 15.5449: 38.789, 15.5217: 38.695, 15.4137: 38.642, 15.3621: 38.629, 15.3508: 38.574, 15.3088: 38.505, 15.2733: 38.437, 15.2427: 38.374, 15.2249: 38.316, 15.2233: 38.26, 15.2411",https://www.gem.wiki/Sealine_Tirrenica_gas_pipeline
Sergnano–Vigasio Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.4202, 9.69: 45.3663, 10.1078: 45.3496, 10.3743: 45.3363, 10.604: 45.3174, 10.9449",https://gem.wiki/Sergnano–Vigasio_Gas_Pipeline
TAP Interconnection Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"40.275141,18.313780:40.583513,17.885854",https://www.gem.wiki/TAP_Interconnection_Gas_Pipeline
Tarsia–Crotone Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"39.079, 17.1139: 39.0892, 17.1125: 39.0925, 17.1124: 39.0977, 17.1092: 39.1043, 17.107: 39.1064, 17.1071: 39.1195, 17.1076: 39.1354, 17.1094: 39.147, 17.1106: 39.1648, 17.1119: 39.1868, 17.1139: 39.1971, 17.1144: 39.2021, 17.1136: 39.2582, 17.1023: 39.2655, 17.1019: 39.2755, 17.1052: 39.2866, 17.1108: 39.2888, 17.1108: 39.2933, 17.1097: 39.2982, 17.11: 39.3017, 17.1087: 39.3036, 17.1083: 39.3101, 17.1086: 39.3142, 17.1086: 39.3167, 17.1096: 39.335, 17.1181: 39.3371, 17.1182: 39.3446, 17.1178: 39.3615, 17.1159: 39.3649, 17.1155: 39.3669, 17.1163: 39.3954, 17.1312: 39.3973, 17.1322: 39.3993, 17.1325: 39.4017, 17.1315: 39.4039, 17.1283: 39.4048, 17.1204: 39.4056, 17.1172: 39.4065, 17.115: 39.409, 17.1121: 39.4151, 17.0912: 39.4175, 17.0849: 39.4259, 17.071: 39.4391, 17.051: 39.4477, 17.0423: 39.4593, 17.0323: 39.4693, 17.0231: 39.4732, 17.0142: 39.4806, 16.9942: 39.4872, 16.9771: 39.4974, 16.954: 39.4998, 16.9469: 39.5061, 16.939: 39.5114, 16.9279: 39.5131, 16.9236: 39.5168, 16.9116: 39.5292, 16.8845: 39.5363, 16.8678: 39.5511, 16.8441: 39.554, 16.8405: 39.5594, 16.8339: 39.5622, 16.8308: 39.5675, 16.8257: 39.5723, 16.8224: 39.5749, 16.8212: 39.581, 16.8191: 39.5858, 16.8165: 39.5898, 16.8125: 39.5941, 16.8059: 39.6017, 16.7923: 39.6047, 16.7824: 39.6067, 16.7682: 39.6084, 16.7505: 39.6078, 16.7352: 39.6075, 16.7237: 39.609, 16.7082: 39.609, 16.6937: 39.6073, 16.6873: 39.6056, 16.6775: 39.605, 16.6566: 39.6119, 16.6409: 39.6137, 16.6148: 39.6172, 16.5986: 39.6212, 16.5847: 39.6317, 16.5713: 39.634, 16.5609: 39.6351, 16.424: 39.6282, 16.344: 39.6108, 16.2826: 39.5899, 16.251",https://gem.wiki/Tarsia–Crotone_Gas_Pipeline
Tarsia–Rende Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"39.5899, 16.2511: 39.532, 16.2351: 39.4917, 16.2156: 39.4672, 16.2119: 39.455, 16.2119: 39.4427, 16.2168: 39.4256, 16.2315: 39.4134, 16.2376: 39.3926, 16.2388: 39.3754, 16.2315: 39.3583, 16.2229: 39.3461, 16.2058: 39.3399, 16.1899: 39.3329, 16.1848",https://gem.wiki/Tarsia–Rende_Gas_Pipeline
Terranuova Bracciolini–Gallese Civita Cast Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"43.5578, 11.6407: 43.4549, 11.703: 43.4429, 11.7539: 43.4144, 11.7719: 43.3904, 11.7839: 43.3575, 11.7644: 43.2871, 11.7659: 43.2301, 11.7764: 43.1957, 11.7854: 43.1298, 11.8408: 43.0953, 11.8693: 43.0638, 11.8678: 43.0309, 11.8888: 43.0099, 11.9008: 42.92, 11.9068: 42.8256, 12.0176: 42.8002, 12.0311: 42.7163, 12.0416: 42.6638, 12.1315: 42.5302, 12.1316: 42.5025, 12.1233: 42.4609, 12.1704: 42.4138, 12.1981: 42.3834, 12.2341: 42.364, 12.3255: 42.3557, 12.3837: 42.3731, 12.4024",https://gem.wiki/Terranuova_Bracciolini–Gallese_Civita_Cast_Gas_Pipeline
Terranuova Bracciolini–Livorno Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"43.5475, 10.311: 43.5784, 10.3839: 43.5934, 10.4379: 43.5589, 10.4828: 43.5566, 10.5438: 43.5577, 10.6024: 43.5542, 10.7209: 43.56, 10.752: 43.5842, 10.7842: 43.6072, 10.8106: 43.6348, 10.8221: 43.6417, 10.8739: 43.6612, 10.928: 43.6842, 10.9602: 43.698, 10.9855: 43.7049, 11.0131: 43.7026, 11.0384: 43.6877, 11.0763: 43.6704, 11.1051: 43.6359, 11.1523: 43.6198, 11.1695: 43.606, 11.2098: 43.5991, 11.2489: 43.583, 11.2857: 43.5784, 11.3225: 43.5738, 11.3777: 43.5623, 11.4007: 43.5347, 11.4134: 43.5347, 11.441: 43.5393, 11.4686: 43.5496, 11.5008: 43.5542, 11.5192: 43.5578, 11.6407",https://gem.wiki/Terranuova_Bracciolini–Livorno_Gas_Pipeline
Tranovice–Malesovice Gas Pipeline,,operating,"Italy, Czechia",Gas Pipeline,line,,,,,,"49.714948, 18.531823: 49.593694, 18.091711; 49.593694, 18.091711: 49.401112, 17.298313; 49.401112, 17.298313: 49.054629, 16.91432; 49.054629, 16.91432: 49.021483, 16.489006",https://gem.wiki/Tranovice–Malesovice_Gas_Pipeline
Vastogirardi–Campochiaro Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"41.7746, 14.2607: 41.7346, 14.2434: 41.7015, 14.2297: 41.6699, 14.2192: 41.631, 14.2151: 41.5922, 14.2232: 41.5493, 14.2531: 41.5266, 14.2815: 41.5234, 14.3058: 41.4959, 14.3373: 41.4805, 14.3657: 41.4651, 14.4045: 41.4538, 14.4434: 41.4408, 14.4717: 41.4392, 14.496: 41.4474, 14.5086",https://gem.wiki/Vastogirardi–Campochiaro_Gas_Pipeline
Vastogirardi–Sulmona Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"42.0503, 13.9293: 42.0223, 13.9614: 41.9586, 14.0082: 41.9076, 14.0252: 41.8799, 14.0294: 41.8651, 14.0379: 41.8545, 14.0698: 41.8481, 14.0932: 41.8353, 14.1229: 41.8205, 14.1569: 41.812, 14.1718: 41.8035, 14.1909: 41.795, 14.2079: 41.7843, 14.2461: 41.7746, 14.2607",https://gem.wiki/Vastogirardi–Sulmona_Gas_Pipeline
Verunoi–Mortara Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.2522, 8.7375: 45.6894, 8.5277: 45.2866, 8.7233: 45.3174, 8.7087: 45.3515, 8.6787: 45.4171, 8.6682: 45.4534, 8.6295: 45.4618, 8.6209: 45.4817, 8.6181: 45.5268, 8.5978: 45.5555, 8.5766: 45.5783, 8.5698",https://gem.wiki/Verunoi–Mortara_Gas_Pipeline
Vigasio–Trento Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.3174, 10.9449: 45.416, 10.9155: 45.4207, 10.9132: 45.4289, 10.9089: 45.4353, 10.9047: 45.4412, 10.8967: 45.4473, 10.8894: 45.4511, 10.8863: 45.4574, 10.8755: 45.4675, 10.8666: 45.4786, 10.8605: 45.4894, 10.8583: 45.4951, 10.8595: 45.4993, 10.8623: 45.5014, 10.8576: 45.504, 10.8508: 45.5059, 10.844: 45.5064, 10.8405: 45.5075, 10.836: 45.5092, 10.8301: 45.5139, 10.8252: 45.516, 10.8226: 45.5217, 10.8202: 45.524, 10.8202: 45.532, 10.8202: 45.5393, 10.8221: 45.5454, 10.8235: 45.5478, 10.8242: 45.5516, 10.8285: 45.5548, 10.832: 45.5565, 10.8327: 45.5626, 10.8325: 45.5654, 10.828: 45.5723, 10.8275: 45.5753, 10.8282: 45.5784, 10.8325: 45.5829, 10.8402: 45.5843, 10.8449: 45.5899, 10.8499: 45.5937, 10.8513: 45.5989, 10.8513: 45.6043, 10.8541: 45.6123, 10.8612: 45.6191, 10.8647: 45.6236, 10.8692: 45.6273, 10.8743: 45.6287, 10.8765: 45.6316, 10.8809: 45.6346, 10.8831: 45.637, 10.8842: 45.6396, 10.8882: 45.641, 10.8894: 45.6443, 10.8906: 45.6456, 10.894: 45.6472, 10.8974: 45.6485, 10.898: 45.6502, 10.8985: 45.6511, 10.8989: 45.6525, 10.8993: 45.6536, 10.8995: 45.6566, 10.9004: 45.6587, 10.901: 45.6612, 10.9017: 45.6627, 10.9031: 45.664, 10.9053: 45.6649, 10.9059: 45.6668, 10.9061: 45.668, 10.9055: 45.6693, 10.9044: 45.671, 10.9042: 45.6727, 10.9044: 45.6734, 10.9044: 45.6742, 10.9046: 45.6752, 10.9051: 45.6789, 10.9065: 45.6812, 10.9072: 45.6835, 10.9089: 45.6846, 10.9102: 45.6863, 10.9114: 45.6874, 10.9155: 45.6882, 10.9172: 45.6912, 10.9227: 45.6929, 10.9246: 45.696, 10.9269: 45.6992, 10.929: 45.7024, 10.9309: 45.705, 10.9318: 45.7083, 10.9329: 45.7105, 10.9343: 45.7128, 10.9358: 45.7164, 10.9382: 45.7179, 10.9388: 45.7205, 10.9394: 45.7228, 10.9401: 45.7249, 10.9411: 45.7293, 10.946: 45.7317, 10.9502: 45.7349, 10.9558: 45.7366, 10.9611: 45.738, 10.9657: 45.7389, 10.9691: 45.7397, 10.9723: 45.7404, 10.9749: 45.7436, 10.9812: 45.744, 10.9831: 45.7467, 10.9859: 45.7484, 10.9867: 45.7516, 10.987: 45.7542, 10.9903: 45.7557, 10.9922: 45.7574, 10.9942: 45.7574, 10.9944: 45.7632, 11.0002: 45.7667, 11.0057: 45.7708, 11.014: 45.7778, 11.0178: 45.7881, 11.0213: 45.7958, 11.0223: 45.802, 11.022: 45.8082, 11.0192: 45.8165, 11.0133: 45.8207, 11.0106: 45.8252, 11.0078: 45.8307, 11.0064: 45.8397, 11.0047: 45.8473, 11.0043: 45.8522, 11.0043: 45.8598, 11.0043: 45.8674, 11.0071: 45.8733, 11.0109: 45.8775, 11.0123: 45.883, 11.014: 45.8871, 11.0161: 45.8906, 11.0185: 45.8948, 11.022: 45.8979, 11.0244: 45.9013, 11.0272: 45.9055, 11.0313: 45.9107, 11.0355: 45.9176, 11.0452: 45.9211, 11.0504: 45.9252, 11.0594: 45.9256, 11.0646: 45.9256, 11.0708: 45.9276, 11.0808: 45.9287, 11.0833: 45.9335, 11.0895: 45.937, 11.095: 45.9422, 11.1002: 45.9491, 11.1078: 45.9598, 11.1123: 45.9699, 11.1144: 45.9761, 11.1148: 45.981, 11.1151: 45.9855, 11.1168: 45.9903, 11.1206: 45.9972, 11.1244: 46.0035, 11.1255: 46.0114, 11.1279: 46.0159, 11.1283: 46.0218, 11.1286: 46.0242, 11.1286: 46.0346, 11.1278: 46.0377, 11.1281: 46.0443, 11.1278: 46.0746, 11.1295",https://gem.wiki/Vigasio–Trento_Gas_Pipeline
Vigasio–Zimella Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.3174, 10.9449: 45.3324, 11.3758",https://gem.wiki/Vigasio–Zimella_Gas_Pipeline
Zimella–Istrana Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.3324, 11.3758: 45.7153, 12.0721",https://gem.wiki/Zimella–Istrana_Gas_Pipeline
Zimella–Poggio Renatico Gas Pipeline,Snam,operating,Italy,Gas Pipeline,line,,,,,,"45.3324, 11.3758: 45.21, 11.3828: 45.1117, 11.4041: 45.0428, 11.4132: 44.9931, 11.4203: 44.9303, 11.4244: 44.8807, 11.4771: 44.8523, 11.4963: 44.7648, 11.4864",https://gem.wiki/Zimella–Poggio_Renatico_Gas_Pipeline
Liepaja–Iecava Gas Pipeline,AS Conexus Baltic Grid,operating,Latvia,Gas Pipeline,line,,,,,,"56.59, 24.2: 56.5888, 24.1456: 56.5897, 24.1363: 56.5953, 24.1248: 56.5957, 24.1084: 56.5967, 24.1045: 56.6033, 24.0903: 56.604, 24.077: 56.6056, 24.0713: 56.6088, 24.065: 56.608, 24.0568: 56.6062, 24.0479: 56.6081, 24.0403: 56.6141, 24.0244: 56.615, 24.0127: 56.6165, 24.011: 56.6219, 24.0117: 56.6241, 24.0046: 56.6246, 23.9946: 56.6227, 23.9812: 56.6246, 23.9708: 56.6248, 23.9531: 56.626, 23.9429: 56.6286, 23.9326: 56.6234, 23.9074: 56.6255, 23.8003: 56.6351, 23.7027: 56.6308, 23.5815: 56.6303, 23.4984: 56.6236, 23.3768: 56.6271, 23.1514: 56.6301, 23.0858: 56.6342, 22.9143: 56.6241, 22.8427: 56.6201, 22.6793: 56.6473, 22.4846: 56.6493, 22.3141: 56.6805, 22.0902: 56.6772, 22.0374: 56.6735, 22.0089: 56.6651, 21.9619: 56.5984, 21.7411: 56.5921, 21.7203: 56.5875, 21.6822: 56.5875, 21.6683: 56.5938, 21.6331: 56.5898, 21.6169: 56.5892, 21.5748: 56.588, 21.5332: 56.5886, 21.5204: 56.5898, 21.5043: 56.5886, 21.4916: 56.5915, 21.4846: 56.5915, 21.4621: 56.5921, 21.4546: 56.588, 21.4419: 56.5909, 21.3633: 56.5852, 21.3523: 56.5817, 21.3385: 56.5828, 21.3246: 56.5684, 21.2784: 56.5584, 21.2615: 56.5551, 21.2591: 56.5553, 21.2442: 56.5495, 21.226: 56.5367, 21.1938: 56.5367, 21.1865: 56.5407, 21.1663: 56.5411, 21.1592: 56.5369, 21.145: 56.5333, 21.1201: 56.5338, 21.1059: 56.5356, 21.0886: 56.5361, 21.0755: 56.5364, 21.0633: 56.5331, 21.0489: 56.5253, 21.0329: 56.5158, 21.0234: 56.5, 21",https://gem.wiki/Liepaja–Iecava_Gas_Pipeline
Rauna–Karksi Gas Pipeline,,operating,Latvia,Gas Pipeline,line,,,,,,"57.33, 25.6: 57.53, 25.58",https://gem.wiki/Rauna–Karksi_Gas_Pipeline
Riga–Daugavpils Gas Pipeline,AS Conexus Baltic Grid,operating,Latvia,Gas Pipeline,line,,,,,,"56.9904, 24.1788: 56.8773, 24.6416: 56.7981, 24.7848: 56.7649, 24.9356: 56.7495, 24.9484: 56.7214, 24.9611: 56.6984, 24.9842: 56.6907, 25.0174: 56.6907, 25.0557: 56.6984, 25.0711: 56.7061, 25.1247: 56.7086, 25.158: 56.6907, 25.1912: 56.6856, 25.2066: 56.6831, 25.2372: 56.6754, 25.2986: 56.6779, 25.3293: 56.6473, 25.452: 56.614, 25.5261: 56.5987, 25.5644: 56.5987, 25.7153: 56.5501, 25.8073: 56.5271, 25.8814: 56.52, 25.92; 56.52, 25.92: 56.4681, 26.0366: 56.4601, 26.059: 56.4393, 26.0782: 56.4225, 26.0854: 56.4129, 26.1054: 56.3977, 26.1398: 56.3905, 26.1574: 56.3657, 26.1758: 56.3521, 26.1822: 56.3481, 26.2559: 56.3369, 26.3287: 56.2977, 26.4671: 56.2649, 26.4807: 56.2249, 26.4943: 56.1736, 26.5111: 56.1392, 26.5272: 56.1272, 26.5368: 56.1064, 26.5352: 56.0968, 26.5184: 56.088, 26.5103: 55.874, 26.5399",https://gem.wiki/Riga–Daugavpils_Gas_Pipeline
